0.683842	0.683842	530	0.399976405984	0.0569469441047	0.827904517029	0.496320683628	0.786538184804
0.68529	0.68529	709	0.869691814359	0.612230393291	0.709658019859	0.282829052766	0.0714749661026
0.68611	0.68611	143	0.285390306877	0.840725201781	0.055665446212	0.666326579999	0.870034391685
0.695122	0.695122	483	0.495016328464	0.781000277172	0.897976412011	0.0564904387838	0.490474123597
0.700736	0.700736	696	0.0971580671368	0.833220203733	0.246634139528	0.99609745416	0.533237160092
0.701159	0.701159	124	0.414949241409	0.108396340446	0.734477348752	0.32843379135	0.987431285716
0.701295	0.701295	684	0.14310373619	0.379973401664	0.929543271295	0.296664535037	0.716459664481
0.702531	0.702531	879	0.20376422724	0.617659076008	0.958881776368	0.135144844782	0.674241404499
0.702667	0.702667	919	0.605274371589	0.536673092268	0.869523260653	0.0601266898648	0.648343862804
0.705272	0.705272	131	0.596232251384	0.0649101647713	0.906959904909	0.347123206483	0.927544764415
0.706011	0.706011	756	0.94394837549	0.513702995338	0.858334380516	0.0924614686084	0.29589986019
0.707288	0.707288	808	0.349666113525	0.375115588438	0.652754416833	0.854522970681	0.157747797938
0.708263	0.708263	364	0.816216467252	0.271693472719	0.865355405897	0.329901955081	0.186328846084
0.712112	0.712112	421	0.183782774684	0.681184031969	0.576596517638	0.874499938135	0.200554000706
0.712694	0.712694	609	0.512318032279	0.176549070722	0.86659833859	0.320272753689	0.511413716446
0.713239	0.713239	499	0.353328834036	0.0949437005914	0.774126926203	0.968661255916	0.514200062049
0.714211	0.714211	615	0.239451561154	0.536135845672	0.963006530508	0.172006654043	0.618268254668
0.714756	0.714756	728	0.717866745926	0.0781506974012	0.864853915306	0.436079950646	0.626497881884
0.723406	0.723406	954	0.606242494592	0.369761324545	0.192553449815	0.488626636648	0.725384986941
0.724362	0.724362	473	0.603812427217	0.204744800174	0.901437510032	0.217243436919	0.638608949604
0.724502	0.724502	706	0.464920701793	0.747246687605	0.599506232334	0.201108474633	0.369673613417
0.724925	0.724925	856	0.589598827772	0.19748600822	0.506171198332	0.396156700934	0.673401327477
0.726188	0.726188	337	0.121255537053	0.820192228102	0.237400281127	0.799847153459	0.855405268247
0.727807	0.727807	97	0.350580601141	0.809676978067	0.444469452442	0.986520995613	0.133954329657
0.728105	0.728105	294	0.433664771523	0.950578264018	0.592831212909	0.383901268703	0.17985151192
0.728387	0.728387	751	0.12001139954	0.480196545277	0.657898981705	0.816041993008	0.546516570921
0.72999	0.72999	254	0.206904806837	0.973500628061	0.268322916183	0.646050857158	0.491243992028
